// alignID alignOntime alignSitch alignPitch alignOnvel refID refOntime refSitch refPitch refOnvel
62	9.041667	G#4	68	64	63	8.250000	G#4	68	80	
63	9.148438	G4	67	66	64	8.375000	G4	67	80	
64	9.272135	G#4	68	78	66	8.500000	G#4	68	80	
65	9.292969	F#5	78	82	65	8.500000	F#5	78	80	
66	9.430990	Bb4	70	64	67	8.625000	Bb4	70	80	
67	9.552083	G#3	56	77	69	8.750000	G#3	56	80	
68	9.565104	C5	72	69	68	8.750000	C5	72	80	
69	9.696615	G#4	68	67	70	8.875000	G#4	68	80	
70	9.834635	Bb3	58	71	72	9.000000	Bb3	58	80	
71	9.842448	C#5	73	66	71	9.000000	C#5	73	80	
72	9.977865	G#3	56	69	74	9.125000	G#3	56	80	
73	9.977865	C5	72	69	73	9.125000	C5	72	80	
74	10.101562	F#3	54	65	76	9.250000	F#3	54	80	
75	10.104167	Bb4	70	73	75	9.250000	Bb4	70	80	
76	10.217448	G#3	56	76	78	9.375000	G#3	56	80	
77	10.234375	C5	72	66	77	9.375000	C5	72	80	
78	10.351562	F4	65	80	81	9.500000	F4	65	80	
79	10.361979	C#5	73	75	80	9.500000	C#5	73	80	
80	10.365885	F5	77	75	79	9.500000	F5	77	80	
81	10.497396	C5	72	53	82	9.625000	C5	72	80	
82	10.647135	Bb4	70	66	83	9.750000	Bb4	70	80	
83	10.675781	C#4	61	67	84	9.750000	C#4	61	80	
84	10.761719	G#4	68	66	85	9.875000	G#4	68	80	
85	10.906250	Bb4	70	78	86	10.000000	Bb4	70	80	
86	10.912760	G#3	56	81	87	10.000000	G#3	56	80	
87	11.238281	F#3	54	66	88	10.250000	F#3	54	80	
88	11.347656	F3	53	69	89	10.375000	F3	53	80	
89	11.467448	F#3	54	74	91	10.500000	F#3	54	80	
90	11.472656	Eb5	75	88	90	10.500000	Eb5	75	80	
91	11.622396	G#4	68	70	92	10.625000	G#4	68	80	
92	11.755208	F#4	66	71	93	10.750000	F#4	66	80	
93	11.761719	Eb4	63	72	94	10.750000	Eb4	63	80	
94	11.888021	Bb4	70	63	95	10.875000	Bb4	70	80	
95	12.029948	F3	53	70	97	11.000000	F3	53	80	
96	12.040365	G#4	68	71	96	11.000000	G#4	68	80	
97	12.171875	F#4	66	66	98	11.125000	F#4	66	80	
98	12.290365	C#4	61	68	101	11.250000	C#4	61	80	
99	12.308594	C#5	73	68	99	11.250000	C#5	73	80	
100	12.311198	F4	65	57	100	11.250000	F4	65	80	
101	12.423177	G#4	68	57	102	11.375000	G#4	68	80	
102	12.550781	Eb3	51	55	105	11.500000	Eb3	51	80	
103	12.558594	C5	72	66	103	11.500000	C5	72	80	
104	12.572917	F#4	66	74	104	11.500000	F#4	66	80	
105	12.694010	F4	65	61	106	11.625000	F4	65	80	
106	12.809896	C4	60	56	109	11.750000	C4	60	80	
107	12.811198	F#4	66	73	108	11.750000	F#4	66	80	
108	12.812500	Eb5	75	63	107	11.750000	Eb5	75	80	
109	12.933594	Eb4	63	74	110	11.875000	Eb4	63	80	
110	13.062500	C#3	49	61	112	12.000000	C#3	49	80	
111	13.080729	F4	65	74	111	12.000000	F4	65	80	
112	13.359375	C#4	61	66	114	12.250000	C#4	61	80	
113	13.375000	G#4	68	76	113	12.250000	G#4	68	80	
114	13.476562	C4	60	63	115	12.375000	C4	60	80	
115	13.614583	F5	77	94	116	12.500000	F5	77	80	
116	13.615885	C#4	61	73	117	12.500000	C#4	61	80	
117	13.769531	Eb4	63	65	118	12.625000	Eb4	63	80	
118	13.890625	G#4	68	80	119	12.750000	G#4	68	80	
119	13.891927	F4	65	61	120	12.750000	F4	65	80	
120	14.020833	C#4	61	58	121	12.875000	C#4	61	80	
121	14.174479	Bb3	58	61	123	13.000000	Bb3	58	80	
122	14.178385	C#5	73	84	122	13.000000	C#5	73	80	
123	14.308594	C4	60	70	124	13.125000	C4	60	80	
124	14.454427	C#4	61	69	126	13.250000	C#4	61	80	
125	14.458333	F5	77	74	125	13.250000	F5	77	80	
126	14.570312	Bb3	58	59	128	13.375000	Bb3	58	80	
127	14.579427	C#5	73	75	127	13.375000	C#5	73	80	
128	14.716146	G3	55	63	130	13.500000	G3	55	80	
129	14.720052	Bb4	70	71	129	13.500000	Bb4	70	80	
130	14.842448	G#3	56	66	131	13.625000	G#3	56	80	
131	14.986979	Bb3	58	63	133	13.750000	Bb3	58	80	
132	15.006510	C#5	73	68	132	13.750000	C#5	73	80	
133	15.117188	G3	55	58	135	13.875000	G3	55	80	
134	15.131510	Bb4	70	67	134	13.875000	Bb4	70	80	
135	15.246094	Eb4	63	73	136	14.000000	Eb4	63	80	
136	15.251302	C3	48	66	137	14.000000	C3	48	80	
137	15.552083	C4	60	49	139	14.250000	C4	60	80	
138	15.553385	Bb4	70	67	138	14.250000	Bb4	70	80	
139	15.667969	Bb3	58	47	140	14.375000	Bb3	58	80	
140	15.807292	C4	60	46	142	14.500000	C4	60	80	
141	15.828125	Eb5	75	78	141	14.500000	Eb5	75	80	
142	15.951823	C#4	61	44	143	14.625000	C#4	61	80	
143	16.088542	Eb4	63	54	145	14.750000	Eb4	63	80	
144	16.113281	G4	67	68	144	14.750000	G4	67	80	
145	16.226562	C4	60	47	146	14.875000	C4	60	80	
146	16.371094	G#3	56	57	148	15.000000	G#3	56	80	
147	16.388021	C5	72	75	147	15.000000	C5	72	80	
148	16.519531	Bb3	58	58	149	15.125000	Bb3	58	80	
149	16.662760	C4	60	53	151	15.250000	C4	60	80	
150	16.678385	Eb5	75	67	150	15.250000	Eb5	75	80	
151	16.790365	G#3	56	56	153	15.375000	G#3	56	80	
152	16.805990	C5	72	67	152	15.375000	C5	72	80	
153	16.941406	F3	53	59	155	15.500000	F3	53	80	
154	16.941406	G#4	68	59	154	15.500000	G#4	68	80	
155	17.084635	G3	55	49	156	15.625000	G3	55	80	
156	17.199219	G#3	56	61	158	15.750000	G#3	56	80	
157	17.223958	C5	72	57	157	15.750000	C5	72	80	
158	17.332031	G#4	68	61	159	15.875000	G#4	68	80	
159	17.352865	F3	53	45	160	15.875000	F3	53	80	
160	17.454427	Bb2	46	69	162	16.000000	Bb2	46	80	
161	17.460938	C#4	61	62	161	16.000000	C#4	61	80	
162	17.746094	G#4	68	64	163	16.250000	G#4	68	80	
163	17.753906	Bb3	58	52	164	16.250000	Bb3	58	80	
164	17.869792	G#3	56	56	165	16.375000	G#3	56	80	
165	18.024740	Bb3	58	55	167	16.500000	Bb3	58	80	
166	18.029948	C#5	73	74	166	16.500000	C#5	73	80	
167	18.158854	C4	60	55	168	16.625000	C4	60	80	
168	18.294271	C#4	61	63	170	16.750000	C#4	61	80	
169	18.308594	F4	65	71	169	16.750000	F4	65	80	
170	18.419271	Bb3	58	48	171	16.875000	Bb3	58	80	
171	18.572917	G3	55	49	173	17.000000	G3	55	80	
172	18.578125	Bb4	70	72	172	17.000000	Bb4	70	80	
173	18.707031	C5	72	72	174	17.125000	C5	72	80	
174	18.730469	G#3	56	42	175	17.125000	G#3	56	80	
175	18.835938	Bb3	58	62	177	17.250000	Bb3	58	80	
176	18.848958	C#5	73	78	176	17.250000	C#5	73	80	
177	18.964844	Bb4	70	79	178	17.375000	Bb4	70	80	
178	18.975260	G3	55	61	179	17.375000	G3	55	80	
179	19.110677	Eb3	51	57	181	17.500000	Eb3	51	80	
180	19.117188	Bb5	82	90	180	17.500000	Bb5	82	80	
181	19.247396	F3	53	61	183	17.625000	F3	53	80	
182	19.247396	C#5	73	79	182	17.625000	C#5	73	80	
183	19.365885	G3	55	50	185	17.750000	G3	55	80	
184	19.389323	Eb5	75	74	184	17.750000	Eb5	75	80	
185	19.477865	Eb3	51	56	187	17.875000	Eb3	51	80	
186	19.497396	Bb4	70	76	186	17.875000	Bb4	70	80	
187	19.622396	G#2	44	68	189	18.000000	G#2	44	80	
188	19.638021	C5	72	85	188	18.000000	C5	72	80	
189	19.774740	G#5	80	71	190	18.125000	G#5	80	80	
190	19.881510	G#3	56	71	192	18.250000	G#3	56	80	
191	19.898438	G5	79	76	191	18.250000	G5	79	80	
192	20.026042	Bb3	58	72	194	18.375000	Bb3	58	80	
193	20.033854	Bb5	82	77	193	18.375000	Bb5	82	80	
194	20.144531	C4	60	77	196	18.500000	C4	60	80	
195	20.175781	G#5	80	74	195	18.500000	G#5	80	80	
196	20.290365	Eb5	75	71	197	18.625000	Eb5	75	80	
197	20.421875	F5	77	72	198	18.750000	F5	77	80	
198	20.424479	G#4	68	80	199	18.750000	G#4	68	80	
199	20.432292	G#3	56	61	200	18.750000	G#3	56	80	
200	20.566406	F#5	78	73	201	18.875000	F#5	78	80	
201	20.687500	C#4	61	78	203	19.000000	C#4	61	80	
202	20.704427	F5	77	85	202	19.000000	F5	77	80	
203	20.825521	G4	67	68	205	19.125000	G4	67	80	
204	20.835938	Eb5	75	83	204	19.125000	Eb5	75	80	
205	20.972656	C#5	73	81	206	19.250000	C#5	73	80	
206	20.981771	F4	65	65	207	19.250000	F4	65	80	
207	21.113281	Eb5	75	77	208	19.375000	Eb5	75	80	
208	21.118490	G4	67	66	209	19.375000	G4	67	80	
209	21.231771	C6	84	85	210	19.500000	C6	84	80	
210	21.247396	G#4	68	75	211	19.500000	G#4	68	80	
211	21.299479	C4	60	49	212	19.500000	C4	60	80	
212	21.390625	F#4	66	59	213	19.625000	F#4	66	80	
213	21.524740	G#5	80	85	214	19.750000	G#5	80	80	
214	21.532552	F4	65	65	215	19.750000	F4	65	80	
215	21.644531	Eb4	63	74	216	19.875000	Eb4	63	80	
216	21.803385	Bb3	58	75	219	20.000000	Bb3	58	80	
217	21.807292	F4	65	79	218	20.000000	F4	65	80	
218	21.808594	Eb5	75	92	217	20.000000	Eb5	75	80	
219	22.096354	G#3	56	62	221	20.250000	G#3	56	80	
220	22.100260	C#5	73	77	220	20.250000	C#5	73	80	
221	22.227865	C5	72	70	222	20.375000	C5	72	80	
222	22.369792	G3	55	71	224	20.500000	G3	55	80	
223	22.369792	C#5	73	82	223	20.500000	C#5	73	80	
224	22.490885	Eb4	63	74	225	20.625000	Eb4	63	80	
225	22.644531	C#4	61	67	227	20.750000	C#4	61	80	
226	22.645833	Bb5	82	85	226	20.750000	Bb5	82	80	
227	22.757812	F4	65	61	228	20.875000	F4	65	80	
228	22.906250	Eb4	63	61	230	21.000000	Eb4	63	80	
229	22.908854	C5	72	77	229	21.000000	C5	72	80	
230	22.914062	G#3	56	54	231	21.000000	G#3	56	80	
231	23.029948	C#4	61	62	232	21.125000	C#4	61	80	
232	23.162760	C4	60	56	234	21.250000	C4	60	80	
233	23.183594	G#5	80	84	233	21.250000	G#5	80	80	
234	23.307292	Eb4	63	65	235	21.375000	Eb4	63	80	
235	23.449219	C#4	61	65	237	21.500000	C#4	61	80	
236	23.454427	Bb4	70	84	236	21.500000	Bb4	70	80	
237	23.477865	Eb3	51	61	238	21.500000	Eb3	51	80	
238	23.597656	C4	60	54	239	21.625000	C4	60	80	
239	23.717448	C#4	61	62	241	21.750000	C#4	61	80	
240	23.729167	G5	79	72	240	21.750000	G5	79	80	
241	23.841146	Bb3	58	69	242	21.875000	Bb3	58	80	
242	24.003906	G#4	68	75	243	22.000000	G#4	68	80	
243	24.007812	C4	60	70	244	22.000000	C4	60	80	
244	24.015625	G#3	56	55	245	22.000000	G#3	56	80	
245	24.128906	Bb4	70	69	246	22.125000	Bb4	70	80	
246	24.259115	G#3	56	2	*	-1	*	-1	-1	
247	24.268229	Eb4	63	69	248	22.250000	Eb4	63	80	
248	24.274740	C5	72	72	247	22.250000	C5	72	80	
249	24.410156	C#5	73	74	249	22.375000	C#5	73	80	
250	24.541667	C5	72	73	250	22.500000	C5	72	80	
251	24.552083	G#4	68	74	251	22.500000	G#4	68	80	
252	24.669271	Bb4	70	72	252	22.625000	Bb4	70	80	
253	24.795573	G#4	68	57	253	22.750000	G#4	68	80	
254	24.799479	Eb4	63	60	254	22.750000	Eb4	63	80	
255	24.886719	C4	60	58	256	22.875000	C4	60	80	
256	24.947917	C5	72	67	255	22.875000	C5	72	80	
257	25.052083	G#3	56	71	258	23.000000	G#3	56	80	
258	25.079427	F5	77	72	257	23.000000	F5	77	80	
259	25.229167	Eb5	75	66	259	23.125000	Eb5	75	80	
260	25.333333	B3	59	60	261	23.250000	B3	59	80	
261	25.350260	D5	74	69	260	23.250000	D5	74	80	
262	25.455729	G#3	56	59	263	23.375000	G#3	56	80	
263	25.468750	F5	77	72	262	23.375000	F5	77	80	
264	25.593750	G#5	80	73	264	23.500000	G#5	80	80	
265	25.595052	F3	53	66	265	23.500000	F3	53	80	
266	25.720052	F#5	78	76	266	23.625000	F#5	78	80	
267	25.832031	F5	77	69	267	23.750000	F5	77	80	
268	25.838542	G#3	56	60	268	23.750000	G#3	56	80	
269	25.946615	G#5	80	45	269	23.875000	G#5	80	80	
270	25.966146	F3	53	43	270	23.875000	F3	53	80	
271	25.981771	G5	79	34	*	-1	*	-1	-1	
272	26.065104	G#5	80	85	271	24.000000	G#5	80	80	
273	26.110677	Bb5	82	69	273	24.062500	Bb5	82	80	
274	26.114583	D3	50	52	272	24.000000	D3	50	80	
275	26.178385	B5	83	79	274	24.125000	B5	83	80	
276	26.410156	F3	53	60	276	24.250000	F3	53	80	
277	26.412760	Bb5	82	74	275	24.250000	Bb5	82	80	
278	26.541667	G#3	56	63	278	24.375000	G#3	56	80	
279	26.574219	G5	79	19	277	24.375000	G#5	80	80	
280	26.648438	B3	59	66	280	24.500000	B3	59	80	
281	26.671875	F#5	78	77	279	24.500000	F#5	78	80	
282	26.799479	F5	77	71	281	24.625000	F5	77	80	
283	26.936198	Eb5	75	67	282	24.750000	Eb5	75	80	
284	26.954427	F3	53	47	283	24.750000	F3	53	80	
285	27.058594	D5	74	67	284	24.875000	D5	74	80	
286	27.204427	Eb5	75	69	285	25.000000	Eb5	75	80	
287	27.208333	Bb3	58	62	286	25.000000	Bb3	58	80	
288	27.216146	F#3	54	58	287	25.000000	F#3	54	80	
289	27.341146	F#5	78	68	288	25.125000	F#5	78	80	
290	27.479167	F5	77	72	289	25.250000	F5	77	80	
291	27.480469	G#3	56	60	291	25.250000	G#3	56	80	
292	27.494792	B3	59	51	290	25.250000	B3	59	80	
293	27.601562	Eb5	75	70	292	25.375000	Eb5	75	80	
294	27.746094	Bb3	58	72	294	25.500000	Bb3	58	80	
295	27.746094	D5	74	71	293	25.500000	D5	74	80	
296	27.876302	F5	77	66	296	25.625000	F5	77	80	
297	28.031250	Bb2	46	67	299	25.750000	Bb2	46	80	
298	28.039062	Bb4	70	68	297	25.750000	Bb4	70	80	
299	28.054688	D3	50	51	298	25.750000	D3	50	80	
300	28.164062	G#4	68	60	300	25.875000	G#4	68	80	
301	28.319010	Eb2	39	54	303	26.000000	Eb2	39	80	
302	28.322917	Eb3	51	52	302	26.000000	Eb3	51	80	
303	28.322917	F#4	66	61	301	26.000000	F#4	66	80	
304	28.458333	F4	65	61	304	26.125000	F4	65	80	
305	28.597656	Eb4	63	65	305	26.250000	Eb4	63	80	
306	28.733073	D4	62	58	306	26.375000	D4	62	80	
307	28.871094	Eb4	63	64	307	26.500000	Eb4	63	80	
308	29.011719	F4	65	53	308	26.625000	F4	65	80	
309	29.114583	Eb3	51	59	310	26.750000	Eb3	51	80	
310	29.132812	F#4	66	52	309	26.750000	F#4	66	80	
311	29.270833	G#4	68	41	311	26.875000	G#4	68	80	
312	29.408854	F#3	54	53	313	27.000000	F#3	54	80	
313	29.414062	Bb4	70	51	312	27.000000	Bb4	70	80	
314	29.537760	G#4	68	48	314	27.125000	G#4	68	80	
315	29.544271	F3	53	55	315	27.125000	F3	53	80	
316	29.665365	F#4	66	53	316	27.250000	F#4	66	80	
317	29.687500	Eb3	51	53	317	27.250000	Eb3	51	80	
318	29.802083	F3	53	60	319	27.375000	F3	53	80	
319	29.803385	G#4	68	50	318	27.375000	G#4	68	80	
320	29.938802	C#4	61	75	321	27.500000	C#4	61	80	
321	29.954427	Bb4	70	56	320	27.500000	Bb4	70	80	
322	30.089844	G#4	68	46	322	27.625000	G#4	68	80	
323	30.221354	Bb3	58	70	324	27.750000	Bb3	58	80	
324	30.227865	F#4	66	54	323	27.750000	F#4	66	80	
325	30.356771	F4	65	54	325	27.875000	F4	65	80	
326	30.493490	F3	53	65	327	28.000000	F3	53	80	
327	30.509115	F#4	66	59	326	28.000000	F#4	66	80	
328	30.799479	Eb3	51	61	328	28.250000	Eb3	51	80	
329	30.938802	C#3	49	58	329	28.375000	C#3	49	80	
330	31.059896	Eb3	51	66	330	28.500000	Eb3	51	80	
331	31.190104	F4	65	49	331	28.625000	F4	65	80	
332	31.338542	Eb4	63	57	332	28.750000	Eb4	63	80	
333	31.345052	C4	60	61	333	28.750000	C4	60	80	
334	31.477865	F#4	66	53	334	28.875000	F#4	66	80	
335	31.615885	C#3	49	65	336	29.000000	C#3	49	80	
336	31.639323	F4	65	53	335	29.000000	F4	65	80	
337	31.755208	Eb4	63	53	337	29.125000	Eb4	63	80	
338	31.885417	Bb3	58	64	339	29.250000	Bb3	58	80	
339	31.903646	C#4	61	58	338	29.250000	C#4	61	80	
340	32.032552	F4	65	49	340	29.375000	F4	65	80	
341	32.180990	C3	48	70	342	29.500000	C3	48	80	
342	32.196615	Eb4	63	49	341	29.500000	Eb4	63	80	
343	32.312500	C#4	61	55	343	29.625000	C#4	61	80	
344	32.458333	A3	57	60	345	29.750000	A3	57	80	
345	32.479167	Eb4	63	58	344	29.750000	Eb4	63	80	
346	32.572917	C4	60	56	346	29.875000	C4	60	80	
347	32.733073	Bb2	46	68	348	30.000000	Bb2	46	80	
348	32.733073	C#4	61	68	347	30.000000	C#4	61	80	
349	32.865885	F4	65	67	349	30.125000	F4	65	80	
350	33.006510	F#4	66	71	350	30.250000	F#4	66	80	
351	33.014323	Bb3	58	64	351	30.250000	Bb3	58	80	
352	33.136719	F4	65	76	352	30.375000	F4	65	80	
353	33.152344	A3	57	53	353	30.375000	A3	57	80	
354	33.272135	C#5	73	89	354	30.500000	C#5	73	80	
355	33.286458	Bb3	58	65	355	30.500000	Bb3	58	80	
356	33.427083	C4	60	54	356	30.625000	C4	60	80	
357	33.548177	C#4	61	67	358	30.750000	C#4	61	80	
358	33.554688	F4	65	74	357	30.750000	F4	65	80	
359	33.677083	Bb3	58	49	359	30.875000	Bb3	58	80	
360	33.816406	G3	55	57	361	31.000000	G3	55	80	
361	33.841146	Bb4	70	76	360	31.000000	Bb4	70	80	
362	33.973958	C5	72	72	362	31.125000	C5	72	80	
363	33.988281	G#3	56	44	363	31.125000	G#3	56	80	
364	34.102865	Bb3	58	63	365	31.250000	Bb3	58	80	
365	34.117188	C#5	73	77	364	31.250000	C#5	73	80	
366	34.236979	Bb4	70	78	366	31.375000	Bb4	70	80	
367	34.242188	G3	55	56	367	31.375000	G3	55	80	
368	34.375000	Eb3	51	56	369	31.500000	Eb3	51	80	
369	34.376302	Bb5	82	89	368	31.500000	Bb5	82	80	
370	34.513021	F3	53	58	371	31.625000	F3	53	80	
371	34.514323	C#5	73	73	370	31.625000	C#5	73	80	
372	34.635417	G3	55	51	373	31.750000	G3	55	80	
373	34.644531	Eb5	75	75	372	31.750000	Eb5	75	80	
374	34.740885	Eb3	51	52	375	31.875000	Eb3	51	80	
375	34.755208	Bb4	70	73	374	31.875000	Bb4	70	80	
376	34.901042	G#2	44	62	377	32.000000	G#2	44	80	
377	34.907552	C5	72	76	376	32.000000	C5	72	80	
378	35.046875	Eb4	63	69	378	32.125000	Eb4	63	80	
379	35.174479	F4	65	72	379	32.250000	F4	65	80	
380	35.178385	G#3	56	59	380	32.250000	G#3	56	80	
381	35.309896	Eb4	63	68	381	32.375000	Eb4	63	80	
382	35.317708	G3	55	41	382	32.375000	G3	55	80	
383	35.446615	G#3	56	61	384	32.500000	G#3	56	80	
384	35.455729	C5	72	75	383	32.500000	C5	72	80	
385	35.583333	Bb3	58	57	385	32.625000	Bb3	58	80	
386	35.735677	Eb4	63	72	386	32.750000	Eb4	63	80	
387	35.743490	C4	60	50	387	32.750000	C4	60	80	
388	35.863281	G#3	56	45	388	32.875000	G#3	56	80	
389	36.016927	F3	53	51	390	33.000000	F3	53	80	
390	36.022135	G#4	68	71	389	33.000000	G#4	68	80	
391	36.147135	Bb4	70	68	391	33.125000	Bb4	70	80	
392	36.171875	G3	55	36	392	33.125000	G3	55	80	
393	36.261719	G#3	56	60	394	33.250000	G#3	56	80	
394	36.298177	C5	72	65	393	33.250000	C5	72	80	
395	36.394531	G#4	68	76	395	33.375000	G#4	68	80	
396	36.416667	F3	53	50	396	33.375000	F3	53	80	
397	36.544271	C#3	49	56	398	33.500000	C#3	49	80	
398	36.546875	G#5	80	83	397	33.500000	G#5	80	80	
399	36.682292	C5	72	63	399	33.625000	C5	72	80	
400	36.688802	Eb3	51	55	400	33.625000	Eb3	51	80	
401	36.805990	F3	53	46	402	33.750000	F3	53	80	
402	36.816406	C#5	73	71	401	33.750000	C#5	73	80	
403	36.902344	C#3	49	53	404	33.875000	C#3	49	80	
404	36.950521	G#4	68	60	403	33.875000	G#4	68	80	
405	37.076823	G2	43	53	406	34.000000	G2	43	80	
406	37.088542	Bb4	70	64	405	34.000000	Bb4	70	80	
407	37.220052	C#4	61	64	407	34.125000	C#4	61	80	
408	37.348958	G3	55	41	409	34.250000	G3	55	80	
409	37.355469	Eb4	63	55	408	34.250000	Eb4	63	80	
410	37.479167	C#4	61	58	410	34.375000	C#4	61	80	
411	37.483073	F3	53	42	411	34.375000	F3	53	80	
412	37.604167	G3	55	48	413	34.500000	G3	55	80	
413	37.634115	Bb4	70	67	412	34.500000	Bb4	70	80	
414	37.740885	G#3	56	42	414	34.625000	G#3	56	80	
415	37.878906	Bb3	58	51	416	34.750000	Bb3	58	80	
416	37.937500	C#4	61	60	415	34.750000	C#4	61	80	
417	38.035156	G3	55	41	417	34.875000	G3	55	80	
418	38.201823	E3	52	48	419	35.000000	E3	52	80	
419	38.210938	G4	67	64	418	35.000000	G4	67	80	
420	38.329427	G#4	68	66	420	35.125000	G#4	68	80	
421	38.342448	F3	53	50	421	35.125000	F3	53	80	
422	38.457031	G3	55	52	423	35.250000	G3	55	80	
423	38.459635	Bb4	70	73	422	35.250000	Bb4	70	80	
424	38.588542	E3	52	53	425	35.375000	E3	52	80	
425	38.588542	G4	67	68	424	35.375000	G4	67	80	
426	38.736979	C3	48	58	427	35.500000	C3	48	80	
427	38.736979	G5	79	80	426	35.500000	G5	79	80	
428	38.864583	Bb4	70	67	428	35.625000	Bb4	70	80	
429	38.876302	D3	50	43	429	35.625000	D3	50	80	
430	38.986979	E3	52	59	431	35.750000	E3	52	80	
431	39.007812	C5	72	68	430	35.750000	C5	72	80	
432	39.114583	G4	67	76	432	35.875000	G4	67	80	
433	39.130208	C3	48	60	433	35.875000	C3	48	80	
434	39.179688	G5	79	34	*	-1	*	-1	-1	
435	39.263021	F2	41	59	435	36.000000	F2	41	80	
436	39.273438	G#4	68	79	434	36.000000	G#4	68	80	
437	39.402344	G2	43	57	437	36.125000	G2	43	80	
438	39.406250	E5	76	71	436	36.125000	E5	76	80	
439	39.519531	G#2	44	64	439	36.250000	G#2	44	80	
440	39.535156	F5	77	73	438	36.250000	F5	77	80	
441	39.644531	Bb2	46	68	441	36.375000	Bb2	46	80	
442	39.658854	C#5	73	74	440	36.375000	C#5	73	80	
443	39.778646	C3	48	60	443	36.500000	C3	48	80	
444	39.799479	Bb4	70	79	442	36.500000	Bb4	70	80	
445	39.894531	D3	50	68	444	36.625000	D3	50	80	
446	40.045573	E3	52	71	446	36.750000	E3	52	80	
447	40.066406	C4	60	78	445	36.750000	C4	60	80	
448	40.179688	C3	48	56	447	36.875000	C3	48	80	
449	40.328125	F3	53	62	449	37.000000	F3	53	80	
450	40.343750	C#4	61	79	448	37.000000	C#4	61	80	
